00,00,00,00,00,00,03,01,01,04,00,00,00,00,00,00,
00,00,00,00,00,06,12,01,01,13,07,00,00,00,00,00,
00,00,00,00,00,03,01,01,01,01,04,00,00,00,00,00,
00,00,00,00,00,03,01,01,01,01,04,00,00,00,00,00,
00,00,00,00,00,03,01,01,01,01,04,00,00,00,00,00,
06,02,02,02,02,12,01,01,01,01,13,02,02,02,02,07,
12,01,01,01,01,01,01,01,01,01,01,01,01,01,01,13,
01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,
10,01,01,01,01,01,01,01,01,01,01,01,01,01,01,11,
08,05,05,05,05,05,05,05,05,05,05,05,05,05,05,09,
00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
1,1,1,0
