00,00,00,00,00,00,03,01,01,04,00,00,00,00,00,00,
06,02,02,02,02,02,12,01,01,13,02,02,02,02,02,07,
03,01,01,01,01,01,01,01,01,01,01,01,01,01,01,04,
03,01,01,01,01,01,01,01,01,01,01,01,01,01,01,04,
03,01,01,01,01,01,01,01,01,01,01,01,01,01,01,04,
03,01,01,01,01,01,01,01,01,01,01,01,01,01,01,04,
03,01,01,01,01,01,01,01,01,01,01,01,01,01,01,04,
03,01,01,01,01,01,01,01,01,01,01,01,01,01,01,04,
03,01,01,01,01,01,01,01,01,01,01,01,01,01,01,04,
03,01,01,01,01,01,01,01,01,01,01,01,01,01,01,04,
03,01,01,01,01,01,01,01,01,01,01,01,01,01,01,04,
03,01,01,01,01,01,01,01,01,01,01,01,01,01,01,04,
03,01,01,01,01,01,01,01,01,01,01,01,01,01,01,04,
03,01,01,01,01,01,01,01,01,01,01,01,01,01,01,04,
08,05,05,05,05,05,05,05,05,05,05,05,05,05,05,09,
00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
0,1,0,0
